Orbit N0.,Solar Longitude,Solar Latitude,Spacecraft Longitude,Spacecraft Latitude,Altitude,Solar Distance,Martian Year,Ls
888,325.5,-19.14,13.83,21.42,174.73,215235920.9,32,308.7
889,259.58,-19.11,307.61,21.28,174.45,215267127.5,32,308.8
890,193.67,-19.08,241.44,21.15,174.25,215298364.8,32,309
891,127.75,-19.05,175.24,21.03,174.7,215329647.2,32,309.1
892,61.83,-19.02,109.03,20.86,173.69,215360964.9,32,309.1
893,355.92,-18.98,42.86,20.75,173.88,215392315.7,32,309.2
894,290,-18.95,336.65,20.59,174.27,215423708.2,32,309.4
895,224.08,-18.92,270.45,20.49,173.66,215455136.9,32,309.6
896,158.17,-18.89,204.27,20.34,174.18,215486595.1,32,309.6
897,92.25,-18.86,138.06,20.18,173.72,215518097.6,32,309.7
898,26.34,-18.83,71.88,20.04,172.94,215549630.4,32,309.8
899,320.43,-18.8,5.7,19.91,173.74,215581201.7,32,310
900,254.51,-18.77,299.48,19.77,173.37,215612812.9,32,310
901,188.61,-18.73,233.31,19.63,173.39,215644452.1,32,310.2
902,122.69,-18.7,167.11,19.5,173.68,215676135.7,32,310.3
903,56.78,-18.67,100.91,19.33,172.61,215707851.2,32,310.4
904,350.87,-18.64,34.75,19.22,173.05,215739599.6,32,310.4
905,284.95,-18.61,328.54,19.06,173.31,215771388.6,32,310.6
906,219.04,-18.57,262.36,18.96,172.72,215803210.8,32,310.8
907,153.14,-18.54,196.19,18.82,173.26,215835063.6,32,310.9
908,87.23,-18.51,129.98,18.66,172.63,215866956.5,32,310.9
909,21.33,-18.48,63.81,18.52,172.04,215898877.4,32,311
910,315.42,-18.45,357.64,18.38,172.79,215930836.5,32,311.2
911,249.51,-18.41,291.44,18.24,172.33,215962833.1,32,311.3
912,183.62,-18.38,225.28,18.1,172.52,215994855.6,32,311.3
913,117.7,-18.35,159.09,17.99,172.64,216026924.7,32,311.5
914,51.8,-18.32,92.9,17.83,171.56,216059021.7,32,311.6
915,345.9,-18.29,26.75,17.72,172.2,216091151.2,32,311.8
916,279.99,-18.25,320.55,17.56,172.29,216123320,32,311.8
917,214.09,-18.22,254.38,17.47,171.75,216155518.9,32,311.9
918,148.19,-18.19,188.21,17.33,172.27,216187751.6,32,312
919,82.28,-18.16,122.01,17.17,171.47,216220020.6,32,312.2
920,16.38,-18.12,55.85,17.05,171.15,216252316.6,32,312.2
921,310.48,-18.09,349.68,16.9,171.8,216284650.2,32,312.3
922,244.58,-18.06,283.49,16.78,171.25,216317018.5,32,312.5
923,178.69,-18.02,217.34,16.61,171.56,216349410.4,32,312.6
924,112.78,-17.99,151.14,16.48,171.48,216381848.1,32,312.6
925,46.89,-17.96,84.97,16.33,170.48,216414312.1,32,312.7
926,340.99,-17.93,18.82,16.21,171.25,216446809.2,32,312.9
927,275.08,-17.89,312.62,16.06,171.13,216479344.4,32,313.1
928,209.19,-17.86,246.46,15.95,170.69,216511905.9,32,313.1
929,143.28,-17.83,180.29,15.83,171.19,216544504.2,32,313.2
930,77.38,-17.79,114.1,15.67,170.25,216577134.5,32,313.3
931,11.49,-17.76,47.95,15.55,170.22,216609791.8,32,313.5
932,305.58,-17.73,341.77,15.4,170.76,216642485.7,32,313.5
933,239.68,-17.69,275.59,15.28,170.18,216675212.1,32,313.7
934,173.8,-17.66,209.44,15.12,170.58,216707961.3,32,313.8
935,107.89,-17.63,143.25,14.97,170.28,216740752.2,32,313.9
936,42,-17.59,77.09,14.83,169.41,216773568,32,313.9
937,336.11,-17.56,10.94,14.7,170.23,216806415.9,32,314.1
938,270.21,-17.53,304.75,14.56,169.96,216839299.9,32,314.2
939,204.32,-17.49,238.6,14.43,169.78,216872207.3,32,314.4
940,138.42,-17.46,172.42,14.3,170.22,216905154.4,32,314.4
941,72.52,-17.43,106.24,14.14,169.19,216938129.9,32,314.5
942,6.63,-17.39,40.1,14.02,169.43,216971131.9,32,314.6
943,300.74,-17.36,333.92,13.87,169.84,217004169.4,32,314.8
944,234.84,-17.32,267.75,13.76,169.24,217037236.4,32,314.8
945,168.96,-17.29,201.61,13.61,169.71,217070326.2,32,314.9
946,103.06,-17.26,135.43,13.46,169.22,217103454,32,315
947,37.18,-17.22,69.27,13.31,168.47,217136605.6,32,315.2
948,331.29,-17.19,3.13,13.18,169.29,217169789.5,32,315.2
949,265.39,-17.15,296.94,13.04,168.92,217203007.2,32,315.4
950,199.52,-17.12,230.8,12.89,168.91,217236245.7,32,315.5
951,133.62,-17.09,164.63,12.77,169.21,217269523.4,32,315.6
952,67.73,-17.05,98.47,12.61,168.14,217302825.7,32,315.6
953,1.85,-17.02,32.33,12.49,168.61,217336154.5,32,315.8
954,295.96,-16.98,326.16,12.33,168.88,217369517.8,32,316
955,230.04,-16.95,259.97,12.23,177.76,217402925.8,32,316.1
956,164.09,-16.92,193.76,12.09,178.26,217436376.4,32,316.1
957,98.13,-16.88,127.52,11.93,177.59,217469860.7,32,316.2
958,32.19,-16.85,61.31,11.79,177.03,217503366.7,32,316.4
959,326.24,-16.81,355.1,11.65,177.81,217536904.8,32,316.5
960,260.28,-16.78,288.86,11.52,177.34,217570474.4,32,316.5
961,194.35,-16.74,222.66,11.36,177.48,217604062.6,32,316.7
962,128.38,-16.71,156.43,11.26,177.66,217637693.4,32,316.8
963,62.43,-16.67,90.21,11.11,176.62,217671345.3,32,316.9
964,356.48,-16.64,24.01,10.99,177.29,217705023.8,32,316.9
965,290.53,-16.6,317.77,10.84,177.38,217738735.7,32,317.1
966,224.58,-16.57,251.56,10.73,176.88,217772470.7,32,317.2
967,158.63,-16.53,185.34,10.61,177.39,217806234.6,32,317.3
968,92.67,-16.5,119.11,10.44,176.55,217840027.8,32,317.3
969,26.73,-16.46,52.91,10.32,176.29,217873842.1,32,317.5
970,320.78,-16.43,346.69,10.17,176.97,217907688,32,317.7
971,254.82,-16.39,280.46,10.05,176.42,217941562.7,32,317.8
972,188.89,-16.36,214.27,9.89,176.67,217975454.2,32,317.9
973,122.93,-16.32,148.03,9.75,176.56,218009385.4,32,317.9
974,56.99,-16.29,81.81,9.6,175.62,218043336.3,32,318.1
975,351.04,-16.25,15.62,9.48,176.41,218077314.7,32,318.3
976,285.08,-16.22,309.38,9.34,176.28,218111325.2,32,318.4
977,219.14,-16.18,243.18,9.22,175.87,218145355.1,32,318.4
978,153.19,-16.15,176.96,9.11,176.38,218179417.5,32,318.5
979,87.23,-16.11,110.73,8.94,175.41,218213505.2,32,318.7
980,21.29,-16.08,44.53,8.82,175.46,218247613.8,32,318.8
981,315.33,-16.04,338.31,8.67,176.01,218281753.3,32,318.8
982,249.38,-16.01,272.08,8.55,175.43,218315918.8,32,318.9
983,183.44,-15.97,205.89,8.4,175.78,218350101.2,32,319.1
984,117.49,-15.93,139.65,8.25,175.43,218384318.8,32,319.2
985,51.55,-15.9,73.44,8.11,174.63,218418555.5,32,319.2
986,345.6,-15.86,7.24,7.98,175.47,218452818.3,32,319.4
987,279.65,-15.83,301.01,7.84,175.18,218487111.3,32,319.5
988,213.71,-15.79,234.81,7.69,175.02,218521420.5,32,319.6
989,147.75,-15.76,168.59,7.57,175.45,218555764.4,32,319.6
990,81.8,-15.72,102.36,7.41,174.42,218590129.8,32,319.8
991,15.86,-15.68,36.17,7.29,174.74,218624515.8,32,320
992,309.91,-15.65,329.94,7.14,175.14,218658931.5,32,320.1
993,243.96,-15.61,263.73,7.03,174.56,218693370.1,32,320.1
994,178.02,-15.58,197.53,6.89,175.01,218727826.4,32,320.2
995,112.07,-15.54,131.3,6.73,174.45,218762313.4,32,320.4
996,46.14,-15.5,65.11,6.59,173.77,218796817.4,32,320.5
997,340.19,-15.47,358.91,6.45,174.61,218831347.6,32,320.5
998,274.25,-15.43,292.68,6.31,174.22,218865905.3,32,320.6
999,208.32,-15.4,226.49,6.16,174.2,218900476.9,32,320.8
1000,142.37,-15.36,160.28,6.06,174.54,218935082.7,32,320.9
1001,76.43,-15.32,94.07,5.9,173.49,218969705.7,32,320.9
1002,10.5,-15.29,27.89,5.77,174.03,219004349,32,321.1
1003,304.56,-15.25,321.67,5.62,174.27,219039021.2,32,321.2
1004,238.62,-15.22,255.47,5.51,173.75,219073712.1,32,321.3
1005,172.69,-15.18,189.29,5.39,174.27,219108424,32,321.3
1006,106.75,-15.14,123.07,5.23,173.53,219143161.4,32,321.5
1007,40.83,-15.11,56.9,5.1,173.08,219177914.1,32,321.7
1008,334.9,-15.07,350.71,4.96,173.86,219212692.7,32,321.8
1009,268.97,-15.03,284.5,4.82,173.36,219247496,32,321.8
1010,203.05,-15,218.32,4.66,173.47,219282310.7,32,321.9
1011,137.11,-14.96,152.11,4.55,173.61,219317162.1,32,322.1
1012,71.19,-14.92,85.92,4.4,172.61,219352028.1,32,322.2
1013,5.26,-14.89,19.75,4.28,173.36,219386914.8,32,322.2
1014,299.32,-14.85,313.53,4.13,173.4,219421829,32,322.3
1015,233.4,-14.81,247.36,4.02,172.93,219456758.4,32,322.4
1016,167.47,-14.78,181.17,3.9,173.45,219491711.8,32,322.6
1017,101.54,-14.74,114.96,3.74,172.57,219526686.9,32,322.6
1018,35.63,-14.7,48.8,3.61,172.42,219561677,32,322.8
1019,329.7,-14.67,342.61,3.47,173.1,219596692.4,32,322.9
1020,263.77,-14.63,276.41,3.34,172.54,219631729.9,32,323
1021,197.86,-14.59,210.24,3.19,172.76,219666778,32,323
1022,131.93,-14.56,144.04,3.05,172.59,219701858.4,32,323.2
1023,66.02,-14.52,77.86,2.9,171.72,219736952.2,32,323.3
1024,0.1,-14.48,11.69,2.77,172.53,219772066.6,32,323.5
1025,294.17,-14.44,305.49,2.63,172.37,219807207,32,323.5
1026,228.26,-14.41,239.32,2.5,172.03,219842359.4,32,323.6
1027,162.33,-14.37,173.13,2.4,172.56,219877540.4,32,323.7
1028,96.41,-14.33,106.94,2.23,171.58,219912739.3,32,323.9
1029,30.49,-14.3,40.77,2.11,171.7,219947953,32,323.9
1030,324.57,-14.26,334.58,1.96,172.25,219983191.3,32,324
1031,258.64,-14.22,268.39,1.83,171.68,220018448.6,32,324.1
1032,192.74,-14.19,202.23,1.69,172.01,220053716.8,32,324.3
1033,126.81,-14.15,136.03,1.54,171.61,220089012.9,32,324.3
1034,60.9,-14.11,69.86,1.4,170.86,220124321.6,32,324.5
1035,354.99,-14.07,3.69,1.27,171.73,220159650.3,32,324.6
1036,289.07,-14.04,297.5,1.13,171.42,220195002.8,32,324.7
1037,223.16,-14,231.34,0.97,171.24,220230364.5,32,324.7
1038,157.24,-13.96,165.15,0.86,171.67,220265755,32,324.9
1039,91.33,-13.92,98.97,0.7,170.64,220301160.1,32,325
1040,25.42,-13.89,32.81,0.58,171.02,220336579.8,32,325.1
1041,319.5,-13.85,326.62,0.43,171.41,220372023.3,32,325.1
1042,253.59,-13.81,260.45,0.3,170.85,220407482.6,32,325.2
1043,187.68,-13.77,194.29,0.18,171.29,220442954.7,32,325.4
1044,121.77,-13.74,128.1,0.02,170.7,220478450.3,32,325.6
1045,55.87,-13.7,61.94,-0.13,170.05,220513956.5,32,325.6
1046,349.96,-13.66,355.78,-0.26,170.92,220549482.8,32,325.7
1047,284.05,-13.62,289.59,-0.4,170.51,220585030.4,32,325.8
1048,218.15,-13.59,223.44,-0.56,170.45,220620585.1,32,326
1049,152.24,-13.55,157.27,-0.65,170.89,220656169.5,32,326
1050,86.33,-13.51,91.1,-0.81,169.85,220691764.3,32,326.1
1051,20.43,-13.47,24.95,-0.94,170.45,220727373.4,32,326.3
1052,314.52,-13.43,318.77,-1.08,170.69,220763005.6,32,326.4
1053,248.62,-13.4,252.61,-1.22,170.16,220798649.5,32,326.4
1054,182.72,-13.36,186.46,-1.31,170.73,220834310.1,32,326.5
1055,116.82,-13.32,120.28,-1.48,169.97,220869989.3,32,326.7
1056,50.93,-13.28,54.14,-1.61,169.58,220905678,32,326.8
1057,345.03,-13.25,347.99,-1.75,170.39,220941386.3,32,326.8
1058,279.13,-13.21,281.81,-1.88,169.88,220977113.2,32,326.9
1059,213.38,-13.17,215.81,-2.04,134.29,221012773.5,32,327.1
1060,147.77,-13.13,149.93,-2.15,134.44,221048373.2,32,327.3
1061,82.2,-13.09,84.1,-2.31,133.46,221083967.3,32,327.3
1062,16.66,-13.06,18.31,-2.43,134.24,221119559.5,32,327.4
1063,311.14,-13.02,312.51,-2.58,134.33,221155158.3,32,327.5
1064,245.65,-12.98,246.76,-2.71,133.85,221190754.1,32,327.6
1065,180.19,-12.94,181.05,-2.81,134.4,221226352.5,32,327.6
1066,114.75,-12.9,115.34,-2.98,133.54,221261951.3,32,327.8
1067,49.34,-12.87,49.69,-3.11,133.31,221297545.8,32,327.9
1068,343.96,-12.83,344.04,-3.25,134.08,221333142.8,32,328
1069,278.59,-12.79,278.4,-3.39,133.55,221368748.4,32,328
1070,213.27,-12.75,212.83,-3.55,133.63,221404341.4,32,328.2
1071,147.95,-12.71,147.23,-3.67,133.66,221439949.3,32,328.4
1072,82.67,-12.68,81.69,-3.83,132.71,221475552.1,32,328.5
1073,17.41,-12.64,16.18,-3.95,133.52,221511154.3,32,328.5
1074,312.17,-12.6,310.66,-4.1,133.56,221546761.3,32,328.6
1075,246.97,-12.56,245.21,-4.24,130.63,221582357.1,32,328.7
1076,181.81,-12.52,179.8,-4.33,131.2,221617947.5,32,328.9
1077,116.69,-12.49,114.4,-4.5,130.33,221653531.7,32,328.9
1078,51.61,-12.45,49.07,-4.63,130.12,221689104.8,32,329
1079,346.56,-12.41,343.76,-4.77,130.89,221724672.9,32,329.1
1080,281.53,-12.37,278.46,-4.91,130.36,221760243.9,32,329.3
1081,216.56,-12.33,213.23,-5.07,130.42,221795799.2,32,329.3
1082,151.58,-12.3,147.98,-5.19,130.49,221831366,32,329.5
1083,86.65,-12.26,82.8,-5.35,129.54,221866923,32,329.6
1084,21.76,-12.22,17.66,-5.47,130.32,221902469.2,32,329.7
1085,316.9,-12.18,312.52,-5.62,130.43,221938012.1,32,329.7
1086,252.09,-12.15,247.46,-5.76,129.93,221973539.9,32,329.9
1087,187.21,-12.11,182.32,-5.86,160.29,222009120.2,32,330
1088,122.21,-12.07,117.05,-6.02,159.48,222044774.9,32,330.1
1089,57.23,-12.03,51.82,-6.16,159.16,222080434.2,32,330.1
1090,352.24,-11.99,346.58,-6.29,159.99,222116107.8,32,330.2
1091,287.25,-11.95,281.32,-6.43,159.48,222151795,32,330.4
1092,222.25,-11.92,216.07,-6.59,166.94,222187498.3,32,330.6
1093,157.2,-11.88,150.74,-6.7,167.21,222223242.5,32,330.6
1094,92.16,-11.84,85.45,-6.86,166.23,222258991.4,32,330.7
1095,27.13,-11.8,20.17,-6.98,166.96,222294749.7,32,330.8
1096,322.08,-11.76,314.85,-7.13,167.14,222330525.6,32,331
1097,257.04,-11.72,249.55,-7.27,166.61,222366306.5,32,331
1098,192,-11.69,184.27,-7.36,167.23,222402100.5,32,331.1
1099,126.96,-11.65,118.95,-7.52,166.47,222437907.1,32,331.2
1100,61.93,-11.61,53.68,-7.66,166.07,222473717.6,32,331.2
1101,356.89,-11.57,348.38,-7.79,166.93,222509542,32,331.3
1102,291.85,-11.53,283.07,-7.93,166.44,222545379.9,32,331.5
1103,226.83,-11.49,217.8,-8.1,166.37,222581217.2,32,331.7
1104,161.78,-11.46,152.49,-8.2,166.77,222617078.9,32,331.7
1105,96.75,-11.42,87.2,-8.35,165.78,222652944,32,331.8
1106,31.72,-11.38,21.92,-8.48,166.45,222688816.6,32,331.9
1107,326.67,-11.34,316.61,-8.63,166.69,222724705.5,32,332
1108,261.64,-11.3,251.32,-8.77,166.13,222760598.7,32,332
1109,196.61,-11.26,186.04,-8.86,166.75,222796502,32,332.2
1110,131.58,-11.22,120.73,-9.02,166.04,222832417.4,32,332.3
1111,66.55,-11.19,55.46,-9.16,165.56,222868335.4,32,332.4
1112,1.52,-11.15,350.18,-9.3,166.46,222904265.7,32,332.4
1113,296.49,-11.11,284.87,-9.44,166,222940208.7,32,332.6
1114,231.47,-11.07,219.61,-9.6,165.88,222976149.8,32,332.8
1115,166.43,-11.03,154.3,-9.69,166.39,223012113.4,32,332.9
1116,101.4,-10.99,89.02,-9.85,165.39,223048079.6,32,332.9
1117,36.38,-10.95,23.75,-9.98,165.98,223084051.6,32,333
1118,331.35,-10.92,318.45,-10.12,166.29,223120038.8,32,333.1
1119,266.32,-10.88,253.16,-10.27,165.7,223156029.4,32,333.3
1120,201.3,-10.84,187.9,-10.36,166.29,223192027.4,32,333.3
1121,136.27,-10.8,122.6,-10.53,165.63,223228037.1,32,333.4
1122,71.26,-10.76,57.33,-10.67,165.09,223264047.9,32,333.5
1123,6.23,-10.72,352.06,-10.8,166.01,223300069.5,32,333.7
1124,301.21,-10.68,286.76,-10.94,165.58,223336103.1,32,333.7
1125,236.2,-10.64,221.5,-11.11,165.41,223372133.6,32,333.8
1126,171.17,-10.61,156.21,-11.2,165.97,223408184.5,32,334
1127,106.15,-10.57,90.93,-11.37,164.97,223444237,32,334.1
1128,41.13,-10.53,25.67,-11.49,165.49,223480293.9,32,334.1
1129,336.11,-10.49,320.38,-11.64,165.85,223516364.7,32,334.2
1130,271.09,-10.45,255.1,-11.79,165.25,223552438.2,32,334.4
1131,206.08,-10.41,189.85,-11.88,165.78,223588516.6,32,334.4
1132,141.06,-10.37,124.55,-12.05,165.18,223624606.4,32,334.5
1133,76.05,-10.33,59.3,-12.19,164.57,223660696,32,334.6
1134,11.04,-10.29,354.03,-12.32,165.52,223696794.8,32,334.8
1135,306.02,-10.26,288.74,-12.46,165.13,223732904.8,32,334.8
1136,241.02,-10.22,223.49,-12.63,164.91,223769010.7,32,334.9
1137,176,-10.18,158.2,-12.73,165.48,223805134.8,32,335
1138,110.99,-10.14,92.93,-12.89,164.48,223841260.1,32,335.1
1139,45.98,-10.1,27.68,-13.02,164.93,223877388.1,32,335.1
1140,340.96,-10.06,322.4,-13.16,165.35,223913528.7,32,335.3
1141,275.95,-10.02,257.13,-13.31,164.73,223949671.5,32,335.5
1142,210.95,-9.98,191.89,-13.41,165.21,223985816.6,32,335.6
1143,145.94,-9.94,126.6,-13.57,164.68,224021972.9,32,335.6
1144,80.94,-9.9,61.35,-13.72,164.02,224058128,32,335.7
1145,15.93,-9.86,356.09,-13.85,164.98,224094290.5,32,335.8
1146,310.92,-9.83,290.81,-13.99,164.65,224130463.3,32,336
1147,245.93,-9.79,225.56,-14.15,164.37,224166631.2,32,336
1148,180.91,-9.75,160.29,-14.25,164.94,224202815.5,32,336.1
1149,115.91,-9.71,95.02,-14.42,163.96,224239000.5,32,336.2
1150,50.91,-9.67,29.78,-14.54,164.34,224275186.5,32,336.4
1151,345.9,-9.63,324.51,-14.68,164.83,224311383.7,32,336.4
1152,280.9,-9.59,259.24,-14.83,164.19,224347582.8,32,336.6
1153,215.9,-9.55,194.01,-14.94,164.62,224383781.8,32,336.7
1154,150.9,-9.51,128.72,-15.1,164.16,224419991.7,32,336.8
1155,85.9,-9.47,63.48,-15.24,163.47,224456199.2,32,336.8
1156,20.91,-9.43,358.23,-15.37,164.43,224492412.4,32,336.9
1157,315.9,-9.39,292.96,-15.51,164.13,224528635.2,32,337.1
1158,250.91,-9.36,227.72,-15.68,163.78,224564851.7,32,337.2
1159,185.91,-9.32,162.45,-15.77,164.38,224601083,32,337.2
1160,120.91,-9.28,97.19,-15.94,163.41,224637314.6,32,337.3
1161,55.92,-9.24,31.95,-16.07,163.7,224673545.7,32,337.5
1162,350.92,-9.2,326.69,-16.2,164.27,224709786.5,32,337.6
1163,285.92,-9.16,261.43,-16.36,163.62,224746028.8,32,337.6
1164,220.93,-9.12,196.2,-16.47,163.98,224782268.4,32,337.7
1165,155.93,-9.08,130.92,-16.62,163.61,224818518.7,32,337.8
1166,90.94,-9.04,65.69,-16.77,162.89,224854765.6,32,337.8
1167,25.95,-9,0.44,-16.9,163.85,224891016.5,32,338
1168,320.95,-8.96,295.17,-17.03,163.61,224927276.2,32,338.2
1169,255.97,-8.92,229.94,-17.2,163.21,224963528.8,32,338.3
1170,190.97,-8.88,164.68,-17.29,163.84,224999795,32,338.3
1171,125.97,-8.84,99.42,-17.46,162.9,225036061,32,338.4
1172,60.99,-8.8,34.19,-17.59,163.1,225072324.8,32,338.5
1173,355.99,-8.77,328.93,-17.73,163.74,225108596.9,32,338.7
1174,290.99,-8.73,263.67,-17.88,163.09,225144870.1,32,338.7
1175,226.01,-8.69,198.45,-18,163.37,225181138.3,32,338.8
1176,161.02,-8.65,133.17,-18.14,163.09,225217416.9,32,338.9
1177,96.03,-8.61,67.94,-18.29,162.34,225253690.9,32,339.1
1178,31.05,-8.57,2.7,-18.42,163.28,225289967.2,32,339.1
1179,326.05,-8.53,297.43,-18.56,163.1,225326251.5,32,339.2
1180,261.07,-8.49,232.2,-18.72,162.65,225362527.8,32,339.3
1181,196.07,-8.45,166.95,-18.81,163.35,225398816.7,32,339.4
1182,131.08,-8.41,101.69,-18.97,162.44,225435104.7,32,339.4
1183,66.09,-8.37,36.46,-19.1,162.54,225471389.2,32,339.6
1184,1.1,-8.33,331.2,-19.24,163.24,225507680.4,32,339.8
1185,296.11,-8.29,265.94,-19.39,162.6,225543972.4,32,339.9
1186,231.13,-8.25,200.72,-19.51,162.81,225580257.6,32,339.9
1187,166.13,-8.21,135.45,-19.66,162.62,225616552.9,32,340
1188,101.15,-8.17,70.22,-19.81,161.83,225652842.7,32,340.1
1189,36.16,-8.13,4.98,-19.94,162.75,225689133,32,340.3
1190,331.17,-8.09,299.71,-20.07,162.64,225725430.5,32,340.3
1191,266.19,-8.05,234.48,-20.24,162.15,225761719.1,32,340.4
1192,201.19,-8.02,169.23,-20.31,162.92,225798018.4,32,340.5
1193,136.2,-7.98,103.97,-20.47,162.05,225834316.3,32,340.7
1194,71.22,-7.94,38.75,-20.6,162.05,225870608.7,32,340.7
1195,6.22,-7.9,333.49,-20.74,162.81,225906906.7,32,340.8
1196,301.23,-7.86,268.23,-20.89,162.18,225943204.5,32,340.9
1197,236.25,-7.82,203.01,-21.01,162.32,225979493.9,32,340.9
1198,171.26,-7.78,137.74,-21.15,162.24,226015792.9,32,341
1199,106.28,-7.74,72.51,-21.3,161.42,226052085.3,32,341.2
1200,41.29,-7.7,7.27,-21.43,162.31,226088376.6,32,341.4
1201,336.3,-7.66,302.01,-21.57,162.28,226124674.1,32,341.4
1202,271.32,-7.62,236.77,-21.73,161.73,226160961.5,32,341.5
1203,206.33,-7.58,171.53,-21.79,162.57,226197256.7,32,341.6
1204,141.34,-7.54,106.28,-21.95,161.73,226233549.6,32,341.7
1205,76.36,-7.5,41.05,-22.08,161.63,226269835.7,32,341.7
1206,11.37,-7.46,335.8,-22.22,162.46,226306125.7,32,341.9
1207,306.38,-7.42,270.55,-22.37,161.84,226342415.4,32,342
1208,241.41,-7.38,205.33,-22.5,161.91,226378694.5,32,342.1
1209,176.42,-7.34,140.06,-22.63,161.96,226414982.9,32,342.1
1210,111.44,-7.3,74.83,-22.78,161.09,226451263.4,32,342.3
1211,46.46,-7.26,9.59,-22.91,161.97,226487541.4,32,342.4
1212,341.47,-7.22,304.34,-23.05,162.01,226523824.5,32,342.5
1213,276.49,-7.18,239.1,-23.21,161.41,226560096.7,32,342.5
1214,211.51,-7.14,173.87,-23.27,162.26,226596373.3,32,342.6
1215,146.52,-7.1,108.62,-23.44,161.46,226632647.1,32,342.8
1216,81.55,-7.06,43.4,-23.57,161.25,226668912.7,32,342.9
1217,16.57,-7.02,338.16,-23.7,162.15,226705180.5,32,342.9
1218,311.59,-6.99,272.91,-23.85,161.55,226741447.4,32,343.1
1219,246.62,-6.95,207.7,-23.99,161.53,226777702.1,32,343.2
1220,181.63,-6.91,142.43,-24.11,161.73,226813965.6,32,343.3
1221,116.66,-6.87,77.21,-24.26,160.82,226850220.4,32,343.3
1222,51.69,-6.83,11.98,-24.39,161.67,226886470.8,32,343.5
1223,346.7,-6.79,306.73,-24.53,161.8,226922725.3,32,343.6
1224,281.73,-6.75,241.5,-24.69,161.13,226958968.1,32,343.6
1225,216.76,-6.71,176.28,-24.76,161.98,226995212.5,32,343.7
1226,151.78,-6.67,111.03,-24.92,161.23,227031454.1,32,343.8
1227,86.81,-6.63,45.82,-25.05,160.92,227067685.8,32,344
1228,21.84,-6.59,340.58,-25.19,161.87,227103918,32,344
1229,316.86,-6.55,275.34,-25.33,161.3,227140148.9,32,344.1
1230,251.91,-6.51,210.13,-25.48,161.19,227176366,32,344.2
1231,186.93,-6.47,144.87,-25.59,161.55,227212591.5,32,344.4
1232,121.96,-6.43,79.66,-25.75,160.62,227248807,32,344.4
1233,56.99,-6.39,14.44,-25.87,161.4,227285016.5,32,344.5
1234,352.02,-6.35,309.19,-26.01,161.62,227321229,32,344.6
1235,287.06,-6.31,243.97,-26.18,160.91,227357429.7,32,344.7
1236,222.09,-6.27,178.76,-26.25,161.74,227393629,32,344.7
1237,157.12,-6.23,113.51,-26.41,161.05,227429825.6,32,344.9
1238,92.16,-6.19,48.31,-26.54,160.64,227466011.1,32,345.1
1239,27.19,-6.15,343.08,-26.67,161.63,227502195.4,32,345.2
1240,322.22,-6.11,277.84,-26.82,161.1,227538378,32,345.2
1241,257.27,-6.07,212.64,-26.97,160.9,227574545.4,32,345.3
1242,192.3,-6.03,147.39,-27.07,161.41,227610720.3,32,345.4
1243,127.34,-5.99,82.18,-27.23,160.46,227646884.5,32,345.6
1244,62.38,-5.95,16.96,-27.36,161.16,227683040.7,32,345.6
1245,357.41,-5.91,311.73,-27.49,161.47,227719199,32,345.7
1246,292.45,-5.87,246.5,-27.66,160.72,227755345.6,32,345.8
1247,227.49,-5.83,181.3,-27.73,161.53,227791488.1,32,345.9
1248,162.53,-5.79,116.06,-27.89,160.91,227827627.8,32,345.9
1249,97.58,-5.75,50.86,-28.03,160.39,227863755.2,32,346.1
1250,32.62,-5.71,345.64,-28.16,161.42,227899879.5,32,346.2
1251,327.66,-5.67,280.41,-28.31,160.93,227936001.8,32,346.3
1252,262.71,-5.63,215.21,-28.46,160.64,227972107.6,32,346.3
1253,197.75,-5.59,149.97,-28.56,161.28,228008219.2,32,346.5
1254,132.79,-5.55,84.76,-28.72,160.32,228044319.5,32,346.6
1255,67.84,-5.51,19.55,-28.85,160.91,228080410.2,32,346.6
1256,2.88,-5.48,314.32,-28.98,161.32,228116501.8,32,346.7
1257,297.93,-5.44,249.1,-29.15,160.54,228152581.5,32,346.8
1258,232.98,-5.4,183.91,-29.23,161.28,228188654.2,32,347
1259,168.02,-5.36,118.67,-29.39,160.74,228224724,32,347
1260,103.07,-5.32,53.48,-29.53,160.14,228260780.4,32,347.1
1261,38.13,-5.28,348.27,-29.66,161.2,228296832.2,32,347.2
1262,333.17,-5.24,283.04,-29.8,160.76,228332881.6,32,347.4
1263,268.23,-5.2,217.85,-29.96,160.39,228368913.7,32,347.4
1264,203.27,-5.16,152.62,-30.05,161.1,228404949.9,32,347.5
1265,138.32,-5.12,87.41,-30.22,160.15,228440974.6,32,347.7
1266,73.38,-5.08,22.21,-30.34,160.64,228476988.2,32,347.8
1267,8.43,-5.04,316.98,-30.48,161.13,228513001.5,32,347.8
1268,303.48,-5,251.77,-30.64,160.33,228549002.8,32,347.9
1269,238.53,-4.96,186.59,-30.73,160.98,228584994.5,32,348
1270,173.58,-4.92,121.35,-30.88,160.54,228620983.3,32,348.2
1271,108.64,-4.88,56.16,-31.03,159.87,228656957.7,32,348.2
1272,43.7,-4.84,350.95,-31.16,160.94,228692925.8,32,348.3
1273,338.75,-4.8,285.73,-31.3,160.57,228728890.9,32,348.4
1274,273.82,-4.76,220.54,-31.46,160.13,228764837.6,32,348.5
1275,208.87,-4.72,155.32,-31.55,160.88,228800786.9,32,348.5
